Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 656.3nm C,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 656.3nm C
2786, GJ40-343028, J. American Ceramic Soc., 2021, v. 104  p. 003963, , , 4.55, , , , , , , , , , 48.18, , , , , 2.0555
2787, GJ40-343029, J. American Ceramic Soc., 2021, v. 104  p. 003963, , , 3.54, , , , , , , , , , 43.36, , , , , 2.0377
2788, GJ40-343030, J. American Ceramic Soc., 2021, v. 104  p. 003963, , , 1.71, , , , , , , , , , 39.32, , , , , 2.0185
2789, GJ25-344823, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, , , , , , , , *, 1.4685
2790, GJ25-344824, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.4849
2791, GJ25-344825, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5022
2792, GJ25-344826, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5132
2793, GJ25-344827, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5233
2794, GJ25-344828, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5318
2795, GJ25-344829, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5354
2796, GJ25-344830, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, , *, , , , , , , *, 1.5383
2797, GJ25-344831, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, , , , , , , , *, 1.4736
2798, GJ25-344832, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5301
2799, GJ25-344833, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, , *, , , , , , , *, 1.5436
2800, GJ25-344834, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.5259
2801, GJ25-344835, J. Non-Crystalline Solids, 2021, a. 121074, , , , , , , , *, *, *, , , , , , , *, 1.528
2802, GJ40-345695, J. Non-Crystalline Solids, 2022, a. 121249, , , , , , , , 20.0, , , , , , , , , 20.0, 1.576
2803, GJ40-345696, J. Non-Crystalline Solids, 2022, a. 121249, , , , , , , , 17.5, , , , , , , , , 17.5, 1.619
2804, GJ40-345698, J. Non-Crystalline Solids, 2022, a. 121249, , , , , , , , 12.5, , , , , , , , , 12.5, 1.656
2805, GJ40-345699, J. Non-Crystalline Solids, 2022, a. 121249, , , , , , , , 10.0, , , , , , , , , 10.0, 1.67
2806, GJ40-345700, J. Non-Crystalline Solids, 2022, a. 121249, , , , , , , , 7.5, , , , , , , , , 7.5, 1.765
2807, GJ60-349329, J. Non-Crystalline Solids, 2023, a. 122515, , , *, , , , , , , , , , , , , , *, 1.4484
2808, GJ60-349330, J. Non-Crystalline Solids, 2023, a. 122515, , , *, , , , , *, , , , , , , , , *, 1.456
2809, GJ60-349331, J. Non-Crystalline Solids, 2023, a. 122515, , , *, , , , , *, , , , , , , , , *, 1.4396
2810, GJ60-349332, J. Non-Crystalline Solids, 2023, a. 122515, , , *, , , , , *, , , , , , , , , *, 1.4481
2811, GJ60-349333, J. Non-Crystalline Solids, 2023, a. 122515, , , *, , , , , *, , , , , , , , , *, 1.4616
2812, GJ60-349334, J. Non-Crystalline Solids, 2023, a. 122515, , , *, , , , , *, , , , , , , , , *, 1.4548
2813, GP03-350540, Japanese Patent    Hoya Corp. (J), 2012, A229135, 27.88, 2.65, , , 36.32, , 3.86, , , , , , 0.71, 17.17, , 5.6, , 1.87041
2814, GP03-350541, Japanese Patent    Hoya Corp. (J), 2012, A229135, 30.72, 2.65, , , 8.05, 22.6, 3.86, , , , , , 0.71, 20.0, , 5.6, , 1.87856
2815, GP03-350542, Japanese Patent    Hoya Corp. (J), 2012, A229135, 30.71, 2.65, , , , 30.65, 3.87, , , , , , 0.71, 20.0, , 5.6, , 1.87698
2816, GP03-350543, Japanese Patent    Hoya Corp. (J), 2012, A229135, 30.72, 2.65, , , 10.87, 19.78, 3.86, , , , , , 0.71, 20.0, , 5.6, , 1.87903
2817, GP03-350544, Japanese Patent    Hoya Corp. (J), 2012, A229135, 19.21, 2.74, , , 17.1, 14.62, 5.73, , , , , , , 26.35, , 5.8, , 1.96296
2818, GP03-350545, Japanese Patent    Hoya Corp. (J), 2012, A229135, 33.75, , , , 14.93, 12.77, 2.94, , , , , , , 22.82, , 5.47, , 1.90608
2819, GP03-350546, Japanese Patent    Hoya Corp. (J), 2012, A229135, 24.49, 2.7, , , 15.04, 12.86, 5.68, , , , , , 0.72, 23.94, , 5.74, , 1.9395
2820, GP03-350547, Japanese Patent    Hoya Corp. (J), 2012, A229135, 26.29, 2.92, , , 16.14, 13.81, 6.1, , , , , , 0.78, 25.71, , , , 1.92513
2821, GP03-350548, Japanese Patent    Hoya Corp. (J), 2012, A229135, 26.64, 3.18, , , 13.98, 10.34, 6.9, 1.42, 1.21, , , , 0.63, 21.9, , 3.71, , 1.91866
2822, GP03-350549, Japanese Patent    Hoya Corp. (J), 2012, A229135, 25.69, 3.06, , , 13.48, 9.97, 6.66, 1.37, 1.17, , , , 0.6, 28.25, , 3.58, , 1.91871
2823, GP03-351220, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 56.57, , 6.54, , 15.45, , , , , 13.1, , , , 8.34, , , , 1.6284
2824, GP03-351221, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 56.3, , 8.58, , 14.71, , , , , 12.61, , , , 7.8, , , , 1.6223
2825, GP03-351222, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 55.95, , 6.07, , 14.61, , , , , 15.62, , , , 7.75, , , , 1.6303
2826, GP03-351223, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 53.62, , 7.08, , 16.46, , , , , 13.81, , , , 9.03, , , , 1.6432
2827, GP03-351224, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 57.22, , 7.0, , 16.29, , , , , 13.67, , , , 5.82, , , , 1.6149
2828, GP03-351225, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 55.06, , 8.32, , 18.68, , , , , 8.99, , , , 8.95, , , , 1.6316
2829, GP03-351226, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 53.94, , 8.15, , 15.97, , 4.36, , , 8.81, , , , 8.77, , , , 1.6319
2830, GP03-351227, US Patent    OCV Intellectual Capital (US), 2012, A0322933, 54.22, , 8.83, , 14.89, , 4.38, , , 8.05, , , , 9.63, , , , 1.6322
2831, GP03-351844, European Patent    Owens Corning  (US), 2012, A2513000, 56.57, , 6.54, , 15.45, , , , , 13.1, , , , 8.34, , , , 1.6284
2832, GP03-351845, European Patent    Owens Corning  (US), 2012, A2513000, 56.3, , 8.58, , 14.71, , , , , 12.61, , , , 7.8, , , , 1.6223
2833, GP03-351846, European Patent    Owens Corning  (US), 2012, A2513000, 55.18, , 5.99, , 18.83, , , , , 12.36, , , , 7.64, , , , 1.633
2834, GP03-351847, European Patent    Owens Corning  (US), 2012, A2513000, 55.95, , 6.07, , 14.61, , , , , 15.62, , , , 7.75, , , , 1.6303
2835, GP03-351848, European Patent    Owens Corning  (US), 2012, A2513000, 53.62, , 7.08, , 16.46, , , , , 13.81, , , , 9.03, , , , 1.6432
2836, GP03-351849, European Patent    Owens Corning  (US), 2012, A2513000, 57.97, , 7.1, , 12.01, , , , , 13.86, , , , 9.06, , , , 1.6226
2837, GP03-351850, European Patent    Owens Corning  (US), 2012, A2513000, 57.22, , 7.0, , 16.29, , , , , 13.67, , , , 5.82, , , , 1.6149
2838, GP03-351851, European Patent    Owens Corning  (US), 2012, A2513000, 55.06, , 8.32, , 18.68, , , , , 8.99, , , , 8.95, , , , 1.6316
2839, GP03-351852, European Patent    Owens Corning  (US), 2012, A2513000, 53.94, , 8.15, , 15.97, , 4.36, , , 8.81, , , , 8.77, , , , 1.6319
2840, GP03-351853, European Patent    Owens Corning  (US), 2012, A2513000, 54.22, , 8.83, , 14.89, , 4.38, , , 8.05, , , , 9.63, , , , 1.6322
2841, GP03-353553, Japanese Patent    Owens Corning  (US), 2013, A513547, 56.57, , 6.54, , 15.45, , , , , 13.1, , , , 8.34, , , , 1.6284
2842, GP03-353554, Japanese Patent    Owens Corning  (US), 2013, A513547, 56.3, , 8.58, , 14.71, , , , , 12.61, , , , 7.8, , , , 1.6223
2843, GP03-353555, Japanese Patent    Owens Corning  (US), 2013, A513547, 55.18, , 5.99, , 18.83, , , , , 12.36, , , , 7.64, , , , 1.633
2844, GP03-353556, Japanese Patent    Owens Corning  (US), 2013, A513547, 55.95, , 6.07, , 14.61, , , , , 15.62, , , , 7.75, , , , 1.6303
2845, GP03-353557, Japanese Patent    Owens Corning  (US), 2013, A513547, 53.62, , 7.08, , 16.46, , , , , 13.81, , , , 9.03, , , , 1.6432
2846, GP03-353558, Japanese Patent    Owens Corning  (US), 2013, A513547, 57.97, , 7.1, , 12.01, , , , , 13.86, , , , 9.06, , , , 1.6226
2847, GP03-353559, Japanese Patent    Owens Corning  (US), 2013, A513547, 57.22, , 7.0, , 16.29, , , , , 13.67, , , , 5.82, , , , 1.6149
2848, GP03-353560, Japanese Patent    Owens Corning  (US), 2013, A513547, 55.06, , 8.32, , 18.68, , , , , 8.78, , , , 9.16, , , , 1.6316
2849, GP03-353561, Japanese Patent    Owens Corning  (US), 2013, A513547, 53.94, , 8.15, , 15.97, , 4.36, , , 8.81, , , , 8.77, , , , 1.6319
2850, GP03-353562, Japanese Patent    Owens Corning  (US), 2013, A513547, 54.22, , 8.83, , 14.89, , 4.38, , , 8.05, , , , 9.63, , , , 1.6322
2851, GP03-353985, US Patent    Hoya Corp. (J), 2014, A0106174, 27.88, 2.65, , , 36.32, , 3.86, , , , , , 0.71, 17.17, , 5.6, , 1.87041
2852, GP03-353986, US Patent    Hoya Corp. (J), 2014, A0106174, 30.71, 2.65, , , 16.52, 14.13, 3.86, , , , , , 0.71, 20.0, , 5.61, , 1.87935
2853, GP03-353987, US Patent    Hoya Corp. (J), 2014, A0106174, 23.15, 2.56, , , 15.98, 13.67, 3.73, , , , , , 0.68, 32.47, , 5.42, , 1.9326
2854, GP03-353988, US Patent    Hoya Corp. (J), 2014, A0106174, 21.05, 2.71, , , 16.92, 14.47, 3.94, , , , , , 0.72, 26.09, , 5.74, , 1.96124
2855, GP03-353989, US Patent    Hoya Corp. (J), 2014, A0106174, 27.07, 2.65, , , 16.55, 14.15, 3.01, , , , , , , 23.43, , 5.62, , 1.92252
2856, GP03-353990, US Patent    Hoya Corp. (J), 2014, A0106174, 33.75, , , , 14.93, 12.77, 2.94, , , , , , , 22.82, , 5.47, , 1.90608
2857, GP03-353991, US Patent    Hoya Corp. (J), 2014, A0106174, 26.0, 2.87, , , 15.96, 13.65, 6.02, , , , , , 0.77, 25.41, , 1.17, , 1.92752
2858, GP03-353992, US Patent    Hoya Corp. (J), 2014, A0106174, 27.17, 2.24, , , 13.59, 11.43, 4.69, 3.24, , , , , 0.6, 26.7, , 3.57, , 1.91865
2859, GP03-353993, US Patent    Hoya Corp. (J), 2014, A0106174, 27.02, 2.22, , , 13.51, 12.53, 4.09, 3.22, , , , , 0.59, 26.54, , 3.55, , 1.91773
2860, GP03-353994, US Patent    Hoya Corp. (J), 2014, A0106174, 26.32, 3.14, , , 13.81, 10.21, 6.82, 1.4, 1.2, , , , 0.62, 24.07, , 3.66, , 1.91874
2861, GP03-354213, European Patent    Nippon Electric Glass (J), 2014, A2732969, 59.5, , 4.1, , 8.8, 14.2, , , , , 4.7, , 1.5, 5.2, , 2.0, , 1.638
2862, GP03-354214, European Patent    Nippon Electric Glass (J), 2014, A2732969, 60.0, , 4.1, , 8.8, 14.3, , , , , 4.8, , 1.8, 4.2, , 2.0, , 1.637
2863, GP03-354215, European Patent    Nippon Electric Glass (J), 2014, A2732969, 59.67, , 4.9, , 8.81, 14.22, , , , , 4.7, , 1.5, 4.2, , 2.0, , 1.632
2864, GP03-354216, European Patent    Nippon Electric Glass (J), 2014, A2732969, 61.4, , 4.1, , 7.3, 14.3, , , , , 4.8, , 1.5, 3.2, , 3.4, , 1.631
2865, GP03-354217, European Patent    Nippon Electric Glass (J), 2014, A2732969, 52.7, 5.7, 3.9, 5.9, 4.1, 13.5, , , , , 8.3, , , 4.0, , 1.9, , 1.64
2866, GP03-354218, European Patent    Nippon Electric Glass (J), 2014, A2732969, 50.84, 5.49, 3.7, 11.39, 4.0, 13.09, , , , , 5.79, , , 3.8, , 1.9, , 1.83
2867, GP02-357511, European Patent    Hoya Corp. (J), 2012, A2463252, 33.11, 4.93, , , 0.28, 3.51, 10.56, 9.37, 2.82, 7.74, , , , 11.27, , 0.92, , 1.84079
2868, GP02-357512, European Patent    Hoya Corp. (J), 2012, A2463252, 33.19, 4.6, , , 0.85, 2.95, 10.95, 9.39, 2.82, 7.77, , , , 11.29, , 0.64, , 1.84045
2869, GP02-357513, European Patent    Hoya Corp. (J), 2012, A2463252, 34.16, 4.2, , , 0.56, 1.96, 11.16, 9.36, 2.8, 7.68, , , , 11.16, , 0.63, , 1.84008
2870, GP02-357514, European Patent    Hoya Corp. (J), 2012, A2463252, 34.2, 4.64, , , 0.57, 2.0, 10.7, 9.83, 2.5, 7.83, , , , 11.41, , 0.64, , 1.84006
2871, GP02-357515, European Patent    Hoya Corp. (J), 2012, A2463252, 34.49, 4.68, , , 0.54, 1.89, 10.77, 10.63, 1.81, 7.9, , , , 10.77, , 0.64, , 1.83898
2872, GP02-357516, European Patent    Hoya Corp. (J), 2012, A2463252, 32.9, 5.37, , , 0.54, 1.89, 10.37, 10.37, 1.65, 9.3, , , , 11.24, , 0.64, , 1.84589
2873, GP02-357517, European Patent    Hoya Corp. (J), 2012, A2463252, 34.55, 5.29, , , 0.54, 1.86, 10.58, 10.58, 1.62, 7.76, , , , 11.07, , 0.64, , 1.83648
2874, GP02-357518, European Patent    Hoya Corp. (J), 2012, A2463252, 32.27, 6.88, , , 0.55, 1.91, 10.85, 10.85, 1.67, 7.96, , , , 10.12, , 0.65, , 1.8388
2875, GP02-357519, European Patent    Hoya Corp. (J), 2012, A2463252, 29.39, 8.54, , , 0.56, 1.96, 11.14, 11.14, 1.71, 8.17, , , , 9.06, , 0.66, , 1.83912
2876, GP02-357520, European Patent    Hoya Corp. (J), 2012, A2463252, 37.09, 1.43, , , 0.29, 0.71, 11.41, 11.98, 2.85, 7.85, , , , 11.41, , , , 1.83145
2877, GP05-361361, US Patent    Nikon Corp. (J), 2015, A0065330, 30.37, 37.97, 7.41, , , 8.19, 3.83, , 4.0, 3.53, , , , , , 1.85, , 1.582026
2878, GP05-361362, US Patent    Nikon Corp. (J), 2015, A0065330, 30.94, 33.96, 7.55, 4.72, , 8.35, 3.91, , 4.07, 3.59, , , , , , , , 1.578046
2879, GP05-361363, US Patent    Nikon Corp. (J), 2015, A0065330, 32.17, 25.5, 7.84, 9.8, , 8.68, 2.09, , 2.27, 8.63, , , , , , , , 1.601697
2880, GP05-361364, US Patent    Nikon Corp. (J), 2015, A0065330, 33.12, 26.27, 8.08, 7.08, , 8.94, 2.15, , 2.35, 8.9, , , , , , , , 1.598895
2881, GP05-361365, US Patent    Nikon Corp. (J), 2015, A0065330, 24.39, 32.38, 20.0, 0.95, , 4.62, 3.94, , 6.02, 4.76, , , , , , , , 1.561724
2882, GP05-361366, US Patent    Nikon Corp. (J), 2015, A0065330, 21.53, 32.39, 22.86, 0.94, 2.86, 6.53, 3.94, , 6.02, , , , , , , , , 1.563536
2883, GP05-361367, US Patent    Nikon Corp. (J), 2015, A0065330, 25.4, 34.16, 19.09, 3.62, 3.73, , 3.44, , 5.24, , 2.47, , , , , 1.03, , 1.548454
2884, GP05-361368, US Patent    Nikon Corp. (J), 2015, A0065330, 25.73, 33.11, 19.33, 1.68, 2.52, 2.52, 3.48, , 5.31, , 3.24, , , , , 0.99, , 1.553711
2885, GP05-361369, US Patent    Nikon Corp. (J), 2015, A0065330, 24.11, 28.67, 18.12, 1.57, , 16.86, 3.27, , 4.98, , , , , , , , , 1.575792
2886, GP05-361370, US Patent    Nikon Corp. (J), 2015, A0065330, 45.2, 27.01, 3.12, 5.2, , 9.19, 4.3, , 4.49, , , , , , , , , 1.557029
2887, GJ02-361766, Optical Materials, 2013, v. 035  p. 1556, 51.3, , , , , , , , 17.5, , 10.0, , , , , , , 1.771
2888, GJ40-362703, J. Applied Physics, 2010, v. 108  p. 063520, , , , , , 33.33, , , , , , , , 66.67, , , , 2.128
2889, GP02-364273, European Patent    Asahi Fiber Glass (J), 2015, A2915849, 71.38, 3.47, 2.37, 4.5, 7.65, , , 10.63, , , , , , , , , , 1.507
2890, GP03-364274, European Patent    Asahi Fiber Glass (J), 2015, A2915849, 68.99, , 3.48, 2.47, 12.0, , , 7.04, 2.98, , , , , 3.04, , , , 1.531
2891, GP03-364275, European Patent    Asahi Fiber Glass (J), 2015, A2915849, 57.14, 5.37, 8.56, 0.62, 25.56, , , 0.7, , , , , , , , , , 1.552
2892, GP03-364276, European Patent    Asahi Fiber Glass (J), 2015, A2915849, 59.8, , 7.36, 3.88, 23.4, , , 0.5, , 1.15, , , , 3.91, , , , 1.582
2893, GP03-364277, European Patent    Asahi Fiber Glass (J), 2015, A2915849, 65.07, 5.01, 4.97, 5.0, 17.0, , , 2.95, , , , , , , , , , 1.53
2894, GP03-364278, European Patent    Asahi Fiber Glass (J), 2015, A2915849, 65.05, 5.03, 5.0, 3.96, 16.99, , , 2.97, , , , , , 1.0, , , , 1.531
2895, GP20-365085, US Patent    Hoya Corp. (J), 2015, A0183682, , , , , , , , , , , , , , , , , , 1.59075
2896, GP28-365557, Japanese Patent    Nippon Electric Glass (J), 2016, A040219, , , , , , , , , , 20.0, , , 5.0, , , , , 2.06266
2897, GP28-365558, Japanese Patent    Nippon Electric Glass (J), 2016, A040219, , , , , , , , , , 20.0, , , , , , , , 2.06293
2898, GP28-365559, Japanese Patent    Nippon Electric Glass (J), 2016, A040219, , , , , , , , , , 20.0, , , , , , , , 2.06214
2899, GP28-365560, Japanese Patent    Nippon Electric Glass (J), 2016, A040219, , , , , , 5.0, , , , 20.0, , , 5.0, , , , , 2.02473
2900, GP28-365561, Japanese Patent    Nippon Electric Glass (J), 2016, A040219, , , , , , , , , , 20.0, , , 10.0, , , , , 2.02653
2901, GP28-365562, Japanese Patent    Nippon Electric Glass (J), 2016, A040219, , , , , , , , , , 20.0, , , 5.0, , , , , 2.06344
2902, GP28-365563, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , , 5.0, , , , 20.0, , , , , , , , 2.06212
2903, GP28-365564, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , 5.0, , , , , 20.0, , , , , , , , 2.06291
2904, GP28-365565, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , , , , , , 20.0, 5.0, , , , , , , 2.06327
2905, GP28-365566, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , , 10.0, , , , 20.0, , , , , , , , 2.02473
2906, GP28-365567, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , , 15.0, , , , 20.0, , , , , , , , 1.99155
2907, GP28-365568, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , , 13.0, , , , 20.0, 1.0, , , , , , , 1.99931
2908, GP28-365569, Japanese Patent    Nippon Electric Glass (J), 2016, A040220, , , , , , 5.0, , , , 20.0, , , , , , , , 2.06337
2909, GJ01-365786, J. Non-Crystalline Solids, 2016, v. 439  p. 0015, 100.0, , , , , , , , , , , , , , , , , 1.4565
2910, GJ08-368077, Optical Materials, 2015, v. 039  p. 0153, 68.0, , , , , , , , 13.0, , , , , , , , , 1.5332
2911, GJ10-372159, Physics and Chemistry of  Glasses, 2014, v. 055  p. 0103, , 33.33, , , 33.34, , , , , , , , , , , , , 1.97
2912, GP10-374525, US Patent    Nikon Corp. (J), 2016, A9527766, 30.37, 37.97, 7.41, , , 8.19, 3.83, , 4.0, 3.53, , , , , , 1.85, , 1.582026
2913, GP10-374526, US Patent    Nikon Corp. (J), 2016, A9527766, 30.94, 33.96, 7.55, 4.72, , 8.35, 3.91, , 4.07, 3.59, , , , , , , , 1.578046
2914, GP05-374527, US Patent    Nikon Corp. (J), 2016, A9527766, 34.55, 29.25, 12.26, 4.72, , 8.35, 3.89, , 4.07, , , , , , , , , 1.567727
2915, GP05-374528, US Patent    Nikon Corp. (J), 2016, A9527766, 30.95, 24.53, 11.32, 9.43, , 8.35, 2.01, , 2.19, 8.31, , , , , , , , 1.596683
2916, GP05-374529, US Patent    Nikon Corp. (J), 2016, A9527766, 32.17, 25.5, 7.84, 9.8, , 8.68, 2.09, , 2.27, 8.63, , , , , , , , 1.601697
2917, GP05-374530, US Patent    Nikon Corp. (J), 2016, A9527766, 33.12, 26.27, 8.08, 7.08, , 8.94, 2.15, , 2.35, 8.9, , , , , , , , 1.598895
2918, GP05-374531, US Patent    Nikon Corp. (J), 2016, A9527766, 33.91, 28.7, 12.03, 6.49, , 8.2, 3.82, , 4.0, , , , , , , , , 1.568771
2919, GP05-374532, US Patent    Nikon Corp. (J), 2016, A9527766, 34.24, 28.97, 12.15, 4.67, , 9.2, 3.86, , 4.04, , , , , , , , , 1.569499
2920, GP10-374533, US Patent    Nikon Corp. (J), 2016, A9527766, 25.61, 34.01, 21.0, 0.99, , 4.85, 4.14, , 6.32, , , , , , , , , 1.553494
2921, GP10-374534, US Patent    Nikon Corp. (J), 2016, A9527766, 24.39, 32.38, 20.0, 0.95, , 4.62, 3.94, , 6.02, 4.76, , , , , , , , 1.561724
2922, GP10-374535, US Patent    Nikon Corp. (J), 2016, A9527766, 24.39, 32.37, 20.0, 0.96, 2.85, 3.67, 3.94, , 6.02, , 2.86, , , , , , , 1.559081
2923, GP10-374536, US Patent    Nikon Corp. (J), 2016, A9527766, 21.53, 32.39, 22.86, 0.94, 2.86, 6.53, 3.94, , 6.02, , , , , , , , , 1.563536
2924, GP10-374537, US Patent    Nikon Corp. (J), 2016, A9527766, 28.05, 33.32, 14.7, 0.98, 2.94, 3.77, 4.07, , 6.2, , 2.95, , , , , , , 1.560925
2925, GP10-374538, US Patent    Nikon Corp. (J), 2016, A9527766, 25.86, 33.28, 19.43, 1.69, 2.53, 2.53, 3.49, , 5.34, , 3.25, , , , , 1.0, , 1.547967
2926, GP10-374539, US Patent    Nikon Corp. (J), 2016, A9527766, 25.4, 34.16, 19.09, 3.62, 3.73, , 3.44, , 5.24, , 2.47, , , , , 1.03, , 1.548454
2927, GP10-374540, US Patent    Nikon Corp. (J), 2016, A9527766, 25.73, 33.11, 19.33, 1.68, 2.52, 2.52, 3.48, , 5.31, , 3.24, , , , , 0.99, , 1.553711
2928, GP05-374541, US Patent    Nikon Corp. (J), 2016, A9527766, 29.01, 28.44, 16.51, 4.57, , 9.04, 3.81, 5.8, , , , , , , , , , 1.565283
2929, GP10-374542, US Patent    Nikon Corp. (J), 2016, A9527766, 25.48, 34.24, 19.15, , 5.41, , 3.44, , 5.26, , 4.46, , , , , , , 1.552001
2930, GP10-374543, US Patent    Nikon Corp. (J), 2016, A9527766, 23.19, 31.17, 17.42, 1.52, 12.38, , 3.14, , 4.79, , 4.06, , , , , , , 1.569105
2931, GP10-374544, US Patent    Nikon Corp. (J), 2016, A9527766, 24.11, 28.67, 18.12, 1.57, , 16.86, 3.27, , 4.98, , , , , , , , , 1.575792
2932, GP03-376597, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 56.57, , 6.54, , 15.45, , , , , 13.1, , , , 8.34, , , , 1.6284
2933, GP03-376598, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 56.3, , 8.58, , 14.71, , , , , 12.61, , , , 7.8, , , , 1.6223
2934, GP03-376599, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 55.18, , 5.99, , 18.83, , , , , 12.36, , , , 7.64, , , , 1.633
2935, GP07-376600, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 55.95, , 6.07, , 14.61, , , , , 15.62, , , , 7.75, , , , 1.6303
2936, GP03-376601, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 53.62, , 7.08, , 16.46, , , , , 13.81, , , , 9.03, , , , 1.6432
2937, GP07-376602, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 57.97, , 7.1, , 12.01, , , , , 13.86, , , , 9.06, , , , 1.6226
2938, GP03-376603, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 57.22, , 7.0, , 16.29, , , , , 13.67, , , , 5.82, , , , 1.6149
2939, GP03-376604, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 57.18, , 7.0, , 16.28, , , , , 10.6, , , , 8.94, , , , 1.6265
2940, GP03-376605, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 55.06, , 8.32, , 18.68, , , , , 8.99, , , , 8.95, , , , 1.6316
2941, GP03-376606, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 53.94, , 8.15, , 15.97, , 4.36, , , 8.81, , , , 8.77, , , , 1.6319
2942, GP03-376607, US Patent    OCV Intellectual Capital (US), 2017, A9586856, 54.22, , 8.83, , 14.89, , 4.38, , , 8.05, , , , 9.63, , , , 1.6322
2943, GJ20-378623, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , , , , , , , , 33.3, 1.78
2944, GJ20-378624, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 4.9, , , , , , , 33.6, 1.77
2945, GJ20-378625, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 9.8, , , , , , , 32.8, 1.76
2946, GJ20-378626, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 15.7, , , , , , , 32.8, 1.755
2947, GJ20-378627, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 18.2, , , , , , , 32.8, 1.749
2948, GJ20-378628, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 20.6, , , , , , , 32.5, 1.747
2949, GJ20-378629, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 24.8, , , , , , , 32.8, 1.742
2950, GJ20-378630, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 29.1, , , , , , , 32.1, 1.74
2951, GJ20-378631, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 34.6, , , , , , , 31.8, 1.738
2952, GJ20-378632, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 39.9, , , , , , , 31.6, 1.73
2953, GJ20-378633, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 46.1, , , , , , , 31.4, 1.71
2954, GJ20-378634, J. Non-Crystalline Solids, 2018, v. 484  p. 0132, , , , , , , , , , 50.3, , , , , , , 31.8, 1.675
2955, GP28-381143, US Patent    Nippon Electric Glass (J), 2017, A0153141, , , , , , 5.0, , , , 20.0, , , , , , , , 2.06212
